1763652527.3460462,10.1.1.1,10.1.1.3,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.3681226,10.1.1.1,10.1.1.4,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.3959005,10.1.1.1,10.1.1.5,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.4169474,10.1.1.1,10.1.1.6,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.4425719,10.1.1.1,10.1.1.7,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.468086,10.1.1.1,10.1.1.8,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.487123,10.1.1.1,10.1.1.9,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.515422,10.1.1.1,10.1.1.10,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.5348017,10.1.1.1,10.1.1.11,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.5547683,10.1.1.1,10.1.1.12,mice,0.3575558364391327,0.3198561668395996,0.3225880563259125
1763652527.585603,10.1.1.2,10.1.1.3,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.604293,10.1.1.2,10.1.1.4,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.6199753,10.1.1.2,10.1.1.5,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.6400373,10.1.1.2,10.1.1.6,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.6442761,10.1.1.6,10.1.1.2,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.663304,10.1.1.2,10.1.1.7,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.678969,10.1.1.2,10.1.1.8,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.696241,10.1.1.2,10.1.1.9,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.7144752,10.1.1.2,10.1.1.10,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.7332394,10.1.1.2,10.1.1.11,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.7539265,10.1.1.2,10.1.1.12,mice,0.35755589604377747,0.31985631585121155,0.322587788105011
1763652527.7911444,10.1.1.3,10.1.1.5,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.8077862,10.1.1.3,10.1.1.6,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.8255005,10.1.1.3,10.1.1.7,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.847407,10.1.1.3,10.1.1.8,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.8673875,10.1.1.3,10.1.1.9,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.8890917,10.1.1.3,10.1.1.10,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.907686,10.1.1.3,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.9281793,10.1.1.3,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.9608972,10.1.1.4,10.1.1.5,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.9781923,10.1.1.4,10.1.1.6,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652527.9990728,10.1.1.4,10.1.1.7,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.0178726,10.1.1.4,10.1.1.8,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.0393696,10.1.1.4,10.1.1.9,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.0610778,10.1.1.4,10.1.1.10,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.0821264,10.1.1.4,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.1046724,10.1.1.4,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.1496933,10.1.1.5,10.1.1.7,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.1707034,10.1.1.5,10.1.1.8,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.1872742,10.1.1.5,10.1.1.9,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.2063367,10.1.1.5,10.1.1.10,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.2258687,10.1.1.5,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.246194,10.1.1.5,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.2944288,10.1.1.6,10.1.1.7,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.314965,10.1.1.6,10.1.1.8,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.338936,10.1.1.6,10.1.1.9,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.3689973,10.1.1.6,10.1.1.10,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.390102,10.1.1.6,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.4139874,10.1.1.6,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879967212677
1763652528.4656186,10.1.1.7,10.1.1.9,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.485825,10.1.1.7,10.1.1.10,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.508151,10.1.1.7,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.527112,10.1.1.7,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.5806544,10.1.1.8,10.1.1.9,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.6048522,10.1.1.8,10.1.1.10,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.6281738,10.1.1.8,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.645067,10.1.1.8,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.7060578,10.1.1.9,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.7279162,10.1.1.9,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.7858453,10.1.1.10,10.1.1.11,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652528.8135307,10.1.1.10,10.1.1.12,mice,0.3575558364391327,0.319856196641922,0.3225879669189453
1763652598.1926537,10.1.1.1,10.1.1.10,elephant,0.35758480429649353,0.32056134939193726,0.3218538165092468
1763652598.2042432,10.1.1.10,10.1.1.1,elephant,0.3538917005062103,0.32177305221557617,0.32433515787124634
1763652758.4121337,10.1.1.1,10.1.1.3,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4209175,10.1.1.1,10.1.1.4,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4306347,10.1.1.1,10.1.1.5,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.441881,10.1.1.1,10.1.1.6,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4491646,10.1.1.1,10.1.1.7,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4569564,10.1.1.1,10.1.1.8,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.468306,10.1.1.1,10.1.1.9,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4790769,10.1.1.1,10.1.1.10,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4898388,10.1.1.1,10.1.1.11,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.4989412,10.1.1.1,10.1.1.12,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5148804,10.1.1.2,10.1.1.3,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5258656,10.1.1.2,10.1.1.4,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5390928,10.1.1.2,10.1.1.5,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5488567,10.1.1.2,10.1.1.6,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5644631,10.1.1.2,10.1.1.7,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5729065,10.1.1.2,10.1.1.8,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.580305,10.1.1.2,10.1.1.9,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.590195,10.1.1.2,10.1.1.10,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.5963228,10.1.1.2,10.1.1.11,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.6053777,10.1.1.2,10.1.1.12,mice,0.3538917303085327,0.32177308201789856,0.32433515787124634
1763652758.6317053,10.1.1.3,10.1.1.5,mice,0.3538917005062103,0.32177305221557617,0.32433515787124634
1763652758.6406937,10.1.1.3,10.1.1.6,mice,0.3538917005062103,0.32177305221557617,0.32433515787124634
1763652758.647327,10.1.1.3,10.1.1.7,mice,0.3538917005062103,0.32177305221557617,0.32433515787124634
1763652758.6567628,10.1.1.3,10.1.1.8,mice,0.3538917005062103,0.32177305221557617,0.32433515787124634
