1763652529.5611658,0.00021008902695029974,1.419575824002095e-06
1763652531.5924256,9.57568408921361e-05,1.1822598935395945e-06
1763652533.5978024,-1.926906406879425e-05,9.65384288065252e-07
1763652535.6030307,-0.0001310737570747733,7.756252102808503e-07
1763652537.6079688,-0.00024028553161770105,6.102936822571792e-07
1763652539.6193943,-0.0003466036287136376,4.6835631906105846e-07
1763652541.6331983,-0.0004513275343924761,3.4688596883825085e-07
1763652762.0959897,-0.12384387105703354,0.050495002418756485
1763652764.1186557,-0.0005156124825589359,2.8122471462666e-07
1763652766.1226807,-0.0004697108524851501,3.2737122523940343e-07
1763652768.1274047,-0.0004296564729884267,3.7050605783406354e-07
1763652770.1317942,-0.00039400823879987,4.111430484954326e-07
1763652772.1904159,-0.00036235240986570716,4.490036360493832e-07
1763652774.1955426,-0.00033426418667659163,4.839957341573609e-07
1763652776.2000968,-0.0003087716759182513,5.168908501218539e-07
1763653678.677404,-0.002908898051828146,1.5139269635255914e-05
1763653694.721052,-0.005212893709540367,0.00014115178782958537
1763653708.7442293,-0.007090850733220577,5.486687950906344e-05
1763653732.8123128,-0.004920138046145439,1.326396522927098e-05
1763653758.8441236,0.001127188908867538,5.140047142049298e-05
1763653780.8856072,0.000611118390224874,7.162302063079551e-05
1763653796.9041612,-0.004453882109373808,3.517741060932167e-05
1763653814.9863877,-0.00419049384072423,2.4336979549843818e-05
1763653835.0085225,-0.0012765418505296111,1.7823574580688728e-06
1763700569.439407,-0.07400567084550858,0.027123646810650826
1763700571.4464912,-0.0018989427480846643,5.400979148362239e-07
1763700573.4861429,-0.0018213624134659767,4.4084089267926174e-07
1763700575.4900718,-0.001757780322805047,3.669910597636772e-07
1763700577.4997847,-0.0017033566255122423,3.0913895443518413e-07
1763700579.5093882,-0.0016599113587290049,2.6650042173059774e-07
1763700581.5401728,-0.0016235957155004144,2.332600672616536e-07
1763700583.5851152,-0.0015956249553710222,2.0904312236780243e-07
1763700591.7260838,-0.001565014012157917,1.8417863145714364e-07
1763700601.7828746,-0.00153850088827312,1.6388597146033135e-07
1763700603.7887976,-0.0015189409023150802,1.4967524464282178e-07
1763700605.8083704,-0.0014984741574153304,1.355197554175902e-07
1763700608.0197992,-0.0014806705294176936,1.2376955282888957e-07
1763700732.043712,-0.02812325209379196,0.0047551896423101425
1763700734.0508864,-0.0014321313938125968,9.442822346272806e-08
1763700736.0964828,-0.001400747220031917,7.760837661408004e-08
1763700738.105565,-0.0013714144006371498,6.337685931612214e-08
1763700740.1168025,-0.0013447911478579044,5.170445760427356e-08
1763700742.140195,-0.0013209267053753138,4.2248370135666846e-08
1763700744.149343,-0.0012990133836865425,3.44043371569569e-08
1763700746.2026381,-0.0012784943683072925,2.778937613356902e-08
1763700748.2484076,-0.001251935726031661,2.028226120387444e-08
1763700750.252961,-0.001237866934388876,1.676215610757481e-08
1763700835.4743164,-0.001465814420953393,2.659447204678145e-07
1763700974.9285133,-0.023142827674746513,0.001094337785616517
1763700989.8431106,-0.010971039533615112,9.10287635633722e-05
1763701002.6679208,-0.008214695379137993,0.00013511186989489943
1763701013.9200323,-0.013196896761655807,0.00017588546324986964
1763701026.9284205,-0.013926876708865166,0.0002024514105869457
1763701042.264459,-0.016145559027791023,0.0004385596257634461
1763701059.833699,-0.013898509554564953,0.0004259888955857605
1763701075.7702212,-0.013142455369234085,0.00017671759997028857
1763701093.7524402,-0.0035832724533975124,7.870826811995357e-05
1763701105.8833349,-0.01960940472781658,0.0003302745462860912
1763701118.9271479,-0.008679171092808247,0.0002402449754299596
1763701130.8722634,-0.01565980166196823,0.00030447999597527087
1763701154.8241508,-0.013157484121620655,0.000658343022223562
1763701170.9443424,-0.017393728718161583,0.001394024700857699
1763701187.9120684,-0.020598962903022766,0.0007774413097649813
1763701205.848452,-0.009538826532661915,0.00010539481445448473
1763701224.8936305,-0.017740067094564438,0.0005673551349900663
1763701234.1189756,-0.01531935017555952,0.0007036827155388892
